PlateNumber,Colour,BuildType,MakeModel,YearOfManufacture,VehicleType,StolenDate,PoliceDistrict
NBC932,Blue,Mazda,ATENZA,2003,Stationwagon,29/06/2025,Northland
NBD404,White,Toyota,HILUX,2002,Utility,19/07/2025,Bay of Plenty
NBD747,Red,Toyota,RAV4,2020,Stationwagon,10/10/2025,Canterbury
NBH443,Blue,Mazda,BOUNTY,2003,Utility,25/06/2025,Waikato
NBK832,Silver,Toyota,VITZ,2006,Hatchback,25/11/2025,Canterbury
NBM719,Silver,Volkswagen,GOLF,2012,Hatchback,5/12/2025,Waitemata
NBP150,Red,Subaru,IMPREZA,2001,Saloon,12/07/2025,Northland
NBP420,White,Ford,RANGER,2012,Utility,3/12/2025,Bay of Plenty
NBU839,Black,Ford,RANGER,2012,Utility,30/07/2025,Tasman
NBW514,Blue,Holden,COMMODORE,2003,Stationwagon,18/11/2025,Wellington
NBW519,Blue,Subaru,EXIGA,2011,Stationwagon,16/10/2025,Wellington
NBY38,Grey,Volkswagen,GOLF,2014,Hatchback,6/12/2025,Wellington
NC5073,Blue,Toyota,COROLLA,1987,Stationwagon,6/11/2025,Canterbury
NCB296,White,Audi,A7,2011,Saloon,23/09/2025,Waikato
NCF439,Grey,Toyota,HILUX,2020,Utility,6/11/2025,Waikato
NCF577,Blue,Mazda,CX-5,2015,Stationwagon,15/07/2025,Counties/Manukau
NCG251,Silver,Toyota,ARISTO,1999,Saloon,14/11/2025,Counties/Manukau
NCH75,Silver,Holden,CRUZE,2009,Saloon,19/10/2025,Counties/Manukau
NCH896,Blue,Mazda,CX-5,2014,Stationwagon,3/10/2025,Waikato
NCK394,Silver,Mazda,MX6,1992,Saloon,4/10/2025,Central
NCK498,Silver,Nissan,VANETTE,2010,Light Van,5/10/2025,Counties/Manukau
NCK766,Red,Mazda,CX-5,2014,Stationwagon,1/12/2025,Counties/Manukau
NCL801,Black,Toyota,HIACE,2010,Light Bus,29/09/2025,Waikato
NCN695,White,Mitsubishi,OUTLANDER,2009,Stationwagon,14/10/2025,Eastern
NCR913,Black,Mercedes-Benz,E63,2010,Saloon,18/07/2025,Auckland City
NCS628,Grey,Mazda,ATENZA,2012,Saloon,21/10/2025,Counties/Manukau
NCU50,White,Toyota,AQUA,2015,Hatchback,5/09/2025,Auckland City
NCW642,Orange,Holden,COLORADO,2014,Utility,15/06/2025,Central
NDA747,Silver,Toyota,CELICA,1997,Sports Car,21/10/2025,Canterbury
NDB178,Blue,Toyota,HIACE,2008,Light Van,19/11/2025,Counties/Manukau
NDC791,Blue,Toyota,HIACE,1992,Light Van,26/10/2025,Waitemata
NDE589,Black,Toyota,AVENSIS,2009,Stationwagon,4/11/2025,Bay of Plenty
NDE592,White,Toyota,HILUX,2016,Utility,4/11/2025,Auckland City
NDG463,Grey,Ford,RANGER,2020,Utility,31/10/2025,Canterbury
NDG882,Silver,Toyota,COROLLA,2015,Stationwagon,4/12/2025,Canterbury
NDH598,Silver,Nissan,SKYLINE,2010,Saloon,14/07/2025,Bay of Plenty
NDK401,Silver,Lexus,IS350,2005,Saloon,2/11/2025,Canterbury
NDM579,Red,Toyota,HI LUX 4WD 2.8,1992,Flat Deck Truck,10/11/2025,Southern
NDM898,Silver,Mitsubishi,DELICA,2009,Stationwagon,21/07/2025,Bay of Plenty
NDS142,Silver,Toyota,COROLLA,2014,Stationwagon,3/12/2025,Waitemata
NDS896,Blue,Toyota,PORTE,2007,Hatchback,11/06/2025,Waitemata
NDZ304,Silver,Toyota,LANDCRUISER,1997,Stationwagon,4/12/2025,Auckland City
NEC336,Black,Dodge,NITRO,2007,Stationwagon,10/11/2025,Counties/Manukau
NED345,Cream,Subaru,LEGACY,2005,Stationwagon,26/08/2025,Counties/Manukau
NEK903,White,Subaru,IMPREZA,2014,Hatchback,30/11/2025,Canterbury
NEN877,Silver,Toyota,PRIUS,2014,Hatchback,5/12/2025,Counties/Manukau
NET809,Grey,Holden,CAPTIVA,2017,Stationwagon,12/11/2025,Counties/Manukau
NEU269,White,Mazda,CX-5,2012,Stationwagon,9/11/2025,Canterbury
NEY369,Silver,Toyota,HILUX,1994,Stationwagon,11/06/2025,Auckland City
NFC786,Black,Nissan,BLUEBIRD,2007,Saloon,24/06/2025,Eastern
NFH215,Silver,Nissan,SYLPHY,2015,Saloon,6/08/2025,Counties/Manukau
NFH638,Blue,Toyota,COROLLA,2013,Saloon,14/09/2025,Waikato
NFJ819,White,Toyota,CAMRY,2013,Saloon,22/07/2025,Waikato
NFL23,White,Toyota,VOXY,2005,Stationwagon,13/07/2025,Waikato
NFL43,Black,Mazda,BIANTE,2008,Stationwagon,23/06/2025,Waikato
NFR398,Grey,Nissan,SKYLINE,2007,Saloon,30/06/2025,Wellington
NFY320,White,Mazda,DEMIO,2013,Hatchback,16/07/2025,Counties/Manukau
NGB97,Silver,Subaru,IMPREZA,2015,Stationwagon,19/10/2025,Canterbury
NGE667,Black,Audi,Q7,2007,Stationwagon,4/07/2025,Auckland City
NGH960,Black,Toyota,MARKX,2005,Saloon,9/11/2025,Northland
NGM636,Red,Toyota,WISH,2005,Stationwagon,10/11/2025,Counties/Manukau
NGM895,Grey,Nissan,QASHQAI,2021,Hatchback,5/08/2025,Counties/Manukau
NGN111,Black,Mercedes-Benz,A180,2014,Hatchback,28/11/2025,Counties/Manukau
NGS711,Grey,Mazda,AXELA,2009,Saloon,20/08/2025,Canterbury
NGZ940,Green,Mitsubishi,TRITON,2002,Utility,10/06/2025,Waikato
NHB252,Silver,Nissan,LATIO,2015,Saloon,24/11/2025,Waitemata
NHB322,Black,Toyota,COROLLA,2015,Stationwagon,3/11/2025,Auckland City
NHF985,White,BMW,320I,2010,Saloon,29/11/2025,Waikato
NHM881,White,Ford,RANGER,2018,Utility,29/06/2025,Canterbury
NHS587,White,Suzuki,SWIFT,2012,Hatchback,8/11/2025,Bay of Plenty
NHW981,Silver,Toyota,PRADO,1996,Stationwagon,31/10/2025,Northland
NJF157,Silver,Toyota,VITZ,2013,Hatchback,7/09/2025,Wellington
NJG4,Silver,Toyota,HIACE,2002,Light Bus,21/08/2025,Canterbury
NJH346,Red,Nissan,NAVARA,1998,Utility,6/10/2025,Waikato
NJQ228,Silver,Toyota,HILUX,2007,Utility,29/10/2025,Waikato
NJT437,Red,Mazda,MPV,2002,Stationwagon,7/06/2025,Bay of Plenty
NJU316,White,Mazda,CX-9,2011,Stationwagon,13/11/2025,Wellington
NKA518,White,Hyundai,SANTA FE,2015,Stationwagon,2/07/2025,Northland
NKB388,Black,Honda,FIT,2015,Hatchback,26/06/2025,Canterbury
NKC25,Black,Mitsubishi,OUTLANDER,2007,Stationwagon,22/09/2025,Counties/Manukau
NKC883,White,LDV,G10,2021,Light Van,30/06/2025,Eastern
NKE26,White,Mitsubishi,TRITON,2005,Utility,26/11/2025,Counties/Manukau
NKG149,Blue,Subaru,IMPREZA,2004,Saloon,10/07/2025,Central
NKH837,Black,Daihatsu,MATERIA,2008,Hatchback,18/11/2025,Auckland City
NKH999,Silver,Ford,RANGER,2021,Utility,28/11/2025,Northland
NKJ753,Red,Toyota,HIACE,2021,Light Van,2/11/2025,Counties/Manukau
NKQ496,Black,Toyota,MARKX,2006,Saloon,17/10/2025,Bay of Plenty
NKR214,Purple,Toyota,VANGUARD,2010,Stationwagon,4/11/2025,Tasman
NKS480,Black,Toyota,VITZ,2005,Hatchback,17/06/2025,Wellington
NKT492,Silver,Toyota,PRIUS,2012,Hatchback,8/06/2025,Counties/Manukau
NKW772,Silver,Honda,GRACE,2015,Saloon,28/08/2025,Counties/Manukau
NKY361,Blue,Holden,COMMODORE,2006,Saloon,25/09/2025,Counties/Manukau
NLF436,Blue,Suzuki,SWIFT,2007,Hatchback,30/08/2025,Wellington
NLJ16,Silver,Toyota,AQUA,2016,Hatchback,4/12/2025,Canterbury
NLK670,Brown,Suzuki,SWIFT,2007,Hatchback,29/10/2025,Auckland City
NLN298,Black,Audi,A4,2011,Stationwagon,27/06/2025,Waitemata
NLP422,Silver,Mazda,ATENZA,2002,Saloon,21/08/2025,Northland
NLT136,Black,Mitsubishi,OUTLANDER,2006,Stationwagon,12/10/2025,Auckland City
NLZ211,Black,Volkswagen,GOLF,2007,Hatchback,3/10/2025,Waitemata
NMC698,Grey,Nissan,CIVILIAN,1992,Mobile Home - Light,15/11/2025,Waitemata
NMG222,White,Mazda,CX-5,2012,Stationwagon,16/07/2025,Bay of Plenty
NMM964,Grey,Toyota,AQUA,2012,Hatchback,2/07/2025,Counties/Manukau
NMN863,Black,Mazda,BIANTE,2011,Stationwagon,26/11/2025,Counties/Manukau
NNC223,Black,Mazda,AXELA,2009,Hatchback,6/10/2025,Waitemata
NNE85,Black,BMW,320I,2010,Saloon,23/11/2025,Eastern
NNG230,White,Volkswagen,PASSAT,2010,Stationwagon,10/11/2025,Canterbury
NNJ298,Silver,Nissan,MARCH,2015,Hatchback,8/06/2025,Waikato
NNN631,Black,Mitsubishi,MIRAGE,2021,Hatchback,2/12/2025,Auckland City
NNP725,Black,Nissan,FUGA,2006,Saloon,11/07/2025,Bay of Plenty
NNS357,Silver,Nissan,NAVARA,2014,Utility,14/11/2025,Bay of Plenty
NNS87,Blue,Ford,COURIER,2001,Utility,11/07/2025,Wellington
NPB166,Green,Nissan,MARCH,2003,Hatchback,15/11/2025,Canterbury
NPB271,Black,Toyota,MARKX,2007,Saloon,16/06/2025,Canterbury
NPD609,Silver,Toyota,AQUA,2016,Hatchback,5/12/2025,Counties/Manukau
NPD72,Red,Mazda,ATENZA,2005,Stationwagon,17/07/2025,Eastern
NPG934,Grey,Nissan,LATIO,2015,Saloon,19/09/2025,Counties/Manukau
NPJ456,Black,Mitsubishi,OUTLANDER,2008,Stationwagon,24/11/2025,Bay of Plenty
NPL447,Blue,Mazda,CX-5,2012,Stationwagon,21/08/2025,Counties/Manukau
NPL533,White,Mitsubishi,CANTER,2021,Other Truck,12/11/2025,Wellington
NPM671,Red,Toyota,VITZ,2002,Hatchback,30/10/2025,Auckland City
NPN856,White,Toyota,TOYOACE,2015,Other Truck,14/09/2025,Waitemata
NPR353,Black,Mitsubishi,PAJERO,2008,Stationwagon,8/06/2025,Counties/Manukau
NPY261,Silver,Nissan,LATIO,2016,Saloon,7/06/2025,Counties/Manukau
NQE524,Black,Mazda,CX-5,2012,Stationwagon,14/09/2025,Counties/Manukau
NQF66,Silver,BMW,320I,2012,Stationwagon,22/07/2025,Bay of Plenty
NQH525,Silver,Volkswagen,GOLF,2009,Hatchback,14/07/2025,Counties/Manukau
NQP186,Red,Nissan,JUKE,2011,Hatchback,29/10/2025,Bay of Plenty
NQU197,Grey,Suzuki,SWIFT,2006,Hatchback,22/07/2025,Counties/Manukau
NQU975,Blue,Toyota,AQUA,2014,Hatchback,29/09/2025,Waitemata
NQY729,Black,Ford,KUGA,2012,Stationwagon,22/10/2025,Canterbury
NQZ357,White,Toyota,AQUA,2015,Hatchback,26/11/2025,Counties/Manukau
NQZ645,Blue,Mazda,ATENZA,2006,Saloon,2/09/2025,Waikato
NRA372,Blue,Toyota,AQUA,2015,Hatchback,13/08/2025,Auckland City
NRF284,Silver,Toyota,COROLLA,2015,Saloon,12/10/2025,Waikato
NRF952,White,Toyota,AQUA,2013,Hatchback,19/07/2025,Canterbury
NRG170,White,Toyota,RAV4,2010,Stationwagon,1/08/2025,Counties/Manukau
NRG405,White,LDV,V80,2021,Light Van,3/08/2025,Auckland City
NRG896,Grey,Holden,COMMODORE,2004,Stationwagon,13/10/2025,Canterbury
NRN363,Black,Subaru,OUTBACK,2009,Stationwagon,10/10/2025,Canterbury
NRN539,White,Toyota,AQUA,2016,Hatchback,4/12/2025,Auckland City
NRT466,White,BMW,325I,2011,Saloon,7/07/2025,Waikato
NRT850,Blue,Subaru,IMPREZA,2014,Saloon,23/09/2025,Counties/Manukau
NRU255,White,Mitsubishi,CHARIOT,2004,Stationwagon,5/08/2025,Eastern
NRU881,Black,Suzuki,SWIFT,2007,Hatchback,2/10/2025,Auckland City
NS4685,Silver,Ford,FAIRMONT GHIA,1988,Saloon,22/08/2025,Waitemata
NSB717,Silver,Subaru,FORESTER,2003,Stationwagon,30/06/2025,Waitemata
NSB733,White,Holden,COMMODORE,2016,Saloon,23/10/2025,Waitemata
NSE306,White,Honda,CROSSROAD,2008,Stationwagon,28/11/2025,Waikato
NSE42,White,LDV,V80,2021,Light Van,17/07/2025,Auckland City
NSJ318,Black,Toyota,AQUA,2013,Hatchback,15/10/2025,Waitemata
NSP315,White,Great Wall,GWM CANNON,2021,Utility,2/08/2025,Counties/Manukau
NSS913,Grey,Peugeot,5008,2013,Stationwagon,12/11/2025,Bay of Plenty
NSZ819,Black,Ford,RANGER,2021,Utility,9/06/2025,Bay of Plenty
NTE561,Grey,BMW,523I,2011,Saloon,8/11/2025,Waitemata
NTF953,Silver,Toyota,PRIUS,2015,Hatchback,29/06/2025,Counties/Manukau
NTK592,Silver,Toyota,AQUA,2016,Hatchback,11/06/2025,Waikato
NTQ256,Silver,Mitsubishi,MIRAGE,1996,Saloon,24/06/2025,Wellington
NTY705,White,Subaru,LEGACY,2009,Saloon,11/10/2025,Counties/Manukau
NTZ811,White,Suzuki,JIMNY,2001,Stationwagon,17/09/2025,Northland
NUE765,White,Mitsubishi,CANTER,2007,Flat Deck Truck,19/06/2025,Central
NUJ231,Black,Mitsubishi,OUTLANDER,2007,Stationwagon,17/11/2025,Wellington
NUK298,Black,Toyota,YARIS CROSS,2021,Stationwagon,14/11/2025,Canterbury
NUR404,Black,Toyota,HILUX,2017,Utility,11/11/2025,Wellington
NUS3,White,Subaru,IMPREZA,2012,Hatchback,20/06/2025,Counties/Manukau
NUS445,Black,Toyota,HARRIER,2014,Stationwagon,30/11/2025,Waikato
NUW876,White,Lexus,IS250,2012,Saloon,2/10/2025,Central
NUY195,White,Mazda,BOUNTY,2006,Utility,18/10/2025,Northland
NWB450,Black,Volkswagen,GOLF,2012,Hatchback,21/06/2025,Waitemata
NWC720,Black,Toyota,AQUA,2016,Hatchback,28/10/2025,Canterbury
NWD674,Silver,Toyota,AQUA,2015,Hatchback,12/10/2025,Waitemata
NWG686,Silver,Suzuki,JIMNY,2021,Utility,24/10/2025,Central
NWJ511,Silver,Toyota,FIELDER,2011,Stationwagon,3/12/2025,Auckland City
NWK230,Black,Mazda,CX-9,2011,Stationwagon,7/08/2025,Central
NWU621,White,Chrysler,300,2019,Saloon,20/11/2025,Central
NWW894,White,Fuso,CANTER 616 - CITY,2021,Other Truck,21/11/2025,Bay of Plenty
NYB320,Silver,Mazda,ATENZA,2014,Stationwagon,30/06/2025,Waikato
NYB544,Grey,Mazda,AXELA,2010,Stationwagon,2/11/2025,Waikato
NYH449,White,Mitsubishi,FIGHTER,2001,Flat Deck Truck,14/07/2025,Bay of Plenty
NYH920,Grey,Toyota,RAV4,2021,Stationwagon,11/11/2025,Auckland City
NYL809,White,Toyota,MARKX,2005,Saloon,10/11/2025,Counties/Manukau
NYN131,White,BMW,X1,2013,Stationwagon,4/09/2025,Counties/Manukau
NYS718,Silver,Toyota,COROLLA,2016,Stationwagon,29/11/2025,Waitemata
NYU386,Silver,Subaru,EXIGA,2011,Stationwagon,2/12/2025,Wellington
NYW545,Brown,Mazda,CX-5,2015,Stationwagon,16/07/2025,Canterbury
NZD513,Black,Volkswagen,GOLF,2010,Hatchback,23/09/2025,Counties/Manukau
NZE401,Black,Mazda,CX-5,2012,Stationwagon,20/10/2025,Counties/Manukau
NZK284,White,Mazda,TITAN,1990,Flat Deck Truck,30/08/2025,Waikato
NZS422,Silver,Toyota,HILUX,1999,Stationwagon,2/07/2025,Auckland City
NZY578,Silver,Nissan,SKYLINE,2009,Saloon,24/08/2025,Waikato
O3424,Black,Homebuilt,TRAILER,1992,Trailer,26/09/2025,Waikato
OD9756,Red,Toyota,HI LUX,1988,Utility,19/06/2025,Bay of Plenty
OI8577,Red,Toyota,COROLLA GL,1989,Saloon,5/08/2025,Bay of Plenty
OQ4386,Blue,Mitsubishi,L200 4WD,1989,Flat Deck Truck,11/08/2025,Northland
OT8889,Blue,ERF,LOGGING TRUC,1973,Flat Deck Truck,14/08/2025,Tasman
OX7471,Grey,Ford,COURIER 4X4,1990,Flat Deck Truck,15/07/2025,Waikato
P109A,White,Reid,TRAILER,2009,Trailer - Heavy,20/11/2025,Canterbury
P123H,Silver,Trailer,DOMESTIC,2009,Trailer,13/11/2025,Counties/Manukau
P146C,Blue,Cavalier,COVERED TRAILER,2009,Trailer,1/09/2025,Bay of Plenty
P16R,White,Caravan,ELDDIS HURRICANE,1995,Caravan,9/06/2025,Tasman
P576F,Red,Trailer,CHALLENGER BUILT,2009,Trailer,27/10/2025,Waikato
P733N,Silver,Trailer,PRESCOTT,2009,Trailer,7/07/2025,Wellington
PAA899,Black,Nissan,TEANA,2010,Saloon,29/06/2025,Central
PAB257,Silver,Toyota,TOWNACE,2000,Light Van,18/11/2025,Eastern
PAB594,White,Toyota,HIACE,2008,Light Van,1/08/2025,Counties/Manukau
PAC549,Black,Nissan,X-TRAIL,2009,Stationwagon,3/09/2025,Waikato
PAH607,Blue,Ford,COURIER,2003,Utility,26/08/2025,Waitemata
PAH987,Silver,Ford,COURIER,2004,Utility,13/10/2025,Canterbury
PAK302,White,Lexus,IS250,2007,Saloon,20/09/2025,Waitemata
PAP345,White,Toyota,CALDINA,2004,Stationwagon,30/11/2025,Waikato
PAS562,Grey,Mazda,ATENZA,2010,Stationwagon,5/11/2025,Canterbury
PASHA1,Silver,Nissan,BLUEBIRD,2007,Saloon,3/09/2025,Waikato
PAY336,Blue,Mazda,CX-5,2014,Stationwagon,28/11/2025,Waikato
PAZ821,Red,Mazda,AXELA,2015,Saloon,1/07/2025,Counties/Manukau
PB06I,Black,Mercedes-Benz,C200,2016,Saloon,7/11/2025,Counties/Manukau
PBA543,Grey,Holden,COLORADO,2016,Utility,1/11/2025,Central
PBH768,Silver,Honda,ACCORD,2004,Saloon,25/06/2025,Bay of Plenty
PBH820,Grey,Honda,JAZZ,2022,Hatchback,27/10/2025,Southern
PBJ815,Black,Mazda,MPV,2009,Stationwagon,12/06/2025,Central
PBK692,Blue,Mitsubishi,LANCER,1999,Saloon,8/06/2025,Waikato
PBL783,Silver,Nissan,TERRANO,1997,Stationwagon,9/10/2025,Canterbury
PBY340,Red,Nissan,SKYLINE,1992,Saloon,30/08/2025,Northland
PCD932,Black,Toyota,CROWN,2006,Saloon,12/11/2025,Canterbury
PCK585,Silver,Toyota,PRIUS,2015,Hatchback,2/11/2025,Auckland City
PCP7,White,Toyota,MARKX,2007,Saloon,14/09/2025,Waitemata
PCU615,Green,Mazda,BOUNTY,2006,Utility,27/06/2025,Canterbury
PCW50,White,Toyota,HILUX,2022,Utility,5/08/2025,Waitemata
PCW845,Red,Honda,VEZEL,2014,Stationwagon,31/07/2025,Counties/Manukau
PDA608,White,Toyota,WISH,2004,Stationwagon,8/11/2025,Auckland City
PDB896,Silver,Suzuki,SWIFT,2009,Hatchback,12/08/2025,Auckland City
PDD459,Black,Mitsubishi,LANCER,2008,Saloon,3/08/2025,Canterbury
PDE185,Black,BMW,328CI,2000,Saloon,9/07/2025,Auckland City
PDF147,Black,Toyota,LANDCRUISER,1998,Stationwagon,25/06/2025,Canterbury
PDH19,Grey,Mazda,BT-50,2022,Utility,17/10/2025,Southern
PDH317,Black,Toyota,HILUX,1997,Stationwagon,14/10/2025,Bay of Plenty
PDH461,Silver,Mazda,ATENZA,2010,Saloon,9/07/2025,Wellington
PDK39,Silver,Mitsubishi,OUTLANDER,2006,Stationwagon,22/06/2025,Northland
PDK857,White,Suzuki,SWIFT,2008,Hatchback,20/10/2025,Counties/Manukau
PDN483,Silver,Toyota,COROLLA,2016,Stationwagon,29/10/2025,Bay of Plenty
PDQ955,White,Subaru,EXIGA,2011,Stationwagon,4/12/2025,Waitemata
PDT323,Silver,Nissan,SKYLINE,2007,Saloon,6/10/2025,Bay of Plenty
PDT515,Gold,Mazda,MAZDA6,2007,Hatchback,28/09/2025,Waitemata
PEA839,Black,Peugeot,308,2012,Stationwagon,19/09/2025,Waitemata
PEH208,White,Subaru,LEGACY,2012,Stationwagon,11/06/2025,Auckland City
PEK397,White,UD Trucks,CONDOR,2012,Other Truck,28/11/2025,Counties/Manukau
PEM103,White,Toyota,AQUA,2016,Hatchback,29/11/2025,Canterbury
PEM993,White,Toyota,ARISTO,2000,Saloon,12/11/2025,Canterbury
PEN86,Black,Subaru,LEGACY,2008,Stationwagon,21/09/2025,Waikato
PER427,White,Toyota,AQUA,2016,Hatchback,23/11/2025,Canterbury
PES381,Grey,Volkswagen,PASSAT,2007,Saloon,16/09/2025,Counties/Manukau
PET346,Silver,Nissan,MARCH,2018,Hatchback,17/09/2025,Eastern
PEU58,White,Mazda,BT-50,2013,Utility,16/08/2025,Wellington
PEZ144,White,Nissan,NV350,2016,Light Bus,5/12/2025,Northland
PF675,Red,Subaru,LEGACY GL,1990,Saloon,21/10/2025,Southern
PFE518,Black,Alfa Romeo,GIULIETTA,2014,Hatchback,11/11/2025,Counties/Manukau
PFF969,Green,Toyota,HIACE,2005,Light Van,19/06/2025,Auckland City
PFK623,Red,Daihatsu,SIRION,2005,Hatchback,28/10/2025,Counties/Manukau
PFL289,Black,Mercedes-Benz,C180,2013,Saloon,24/08/2025,Bay of Plenty
PFQ327,White,Toyota,COROLLA,2016,Saloon,5/09/2025,Waikato
PFR661,Silver,Mazda,DEMIO,2006,Hatchback,4/11/2025,Canterbury
PFS840,Gold,Nissan,TIIDA,2006,Hatchback,29/08/2025,Waikato
PFT705,Black,Mazda,BOUNTY,2005,Utility,21/06/2025,Eastern
PFT759,Black,Mitsubishi,TRITON,2010,Utility,4/10/2025,Northland
PFU294,Black,Mazda,ATENZA,2009,Saloon,30/09/2025,Bay of Plenty
PG9895,Black,Toyota,HILUX 2.8 D/CAB 4WD,1990,Utility,4/11/2025,Central
PGD791,Silver,Nissan,FUGA,2010,Saloon,1/10/2025,Northland
PGJ838,Black,Subaru,IMPREZA,2012,Saloon,18/10/2025,Counties/Manukau
PGN111,Silver,Mazda,ATENZA,2013,Stationwagon,18/10/2025,Waitemata
PGS614,White,Nissan,CARAVAN,2010,Light Van,6/11/2025,Counties/Manukau
PGS767,Blue,Mazda,DEMIO,2011,Hatchback,3/12/2025,Waitemata
PGT734,Silver,Toyota,AQUA,2016,Hatchback,28/11/2025,Waitemata
PGZ475,Black,Ford,RANGER,2019,Utility,7/11/2025,Northland
PHC328,Brown,Nissan,BLUEBIRD,2003,Saloon,6/11/2025,Waikato
PHG787,White,Toyota,PRIUS,2014,Hatchback,28/08/2025,Waitemata
PHR405,Silver,Toyota,WISH,2009,Stationwagon,15/11/2025,Waikato
PHR948,Black,MG,HS,2022,Stationwagon,18/10/2025,Counties/Manukau
PHS336,Black,Ford,RANGER,2022,Utility,7/09/2025,Eastern
PHT810,Silver,Toyota,AQUA,2016,Hatchback,3/12/2025,Northland
PHY829,Grey,Yamaha,MW150A,2022,Roadbike,18/11/2025,Canterbury
PHY908,Black,BMW,740LI,2010,Saloon,22/11/2025,Wellington
PHZ989,Silver,Toyota,FIELDER,2006,Stationwagon,29/10/2025,Counties/Manukau
PI6084,White,Mazda,323,1990,Hatchback,5/10/2025,Eastern
PJA428,Black,Toyota,HILUX,2022,Utility,24/11/2025,Auckland City
PJB328,Black,Holden,COLORADO,2015,Utility,27/07/2025,Northland
PJB649,White,Toyota,AXIO,2014,Saloon,18/07/2025,Counties/Manukau
PJD19,Blue,Toyota,AQUA,2014,Hatchback,25/11/2025,Eastern
PJE37,Silver,Toyota,AQUA,2012,Hatchback,29/11/2025,Canterbury
PJF757,White,Toyota,AQUA,2014,Hatchback,23/11/2025,Waitemata
PJT719,Grey,Audi,A3,2007,Hatchback,9/07/2025,Eastern
PJU569,Black,Toyota,CELICA,1993,Hatchback,2/09/2025,Waitemata
PJU680,Blue,Suzuki,SWIFT,2015,Hatchback,31/08/2025,Counties/Manukau
PKB124,Black,Mazda,AXELA,2004,Hatchback,11/07/2025,Central
PKB161,Grey,Toyota,YARIS,2007,Hatchback,18/11/2025,Waikato
PKL334,White,Isuzu,D-MAX,2014,Utility,4/10/2025,Bay of Plenty
PKN661,Black,Ford,RANGER,2018,Utility,30/09/2025,Bay of Plenty
PKR363,Red,Isuzu,MU,1996,Stationwagon,29/10/2025,Northland
PKR569,White,Toyota,CAMRY,2019,Saloon,11/07/2025,Counties/Manukau
PKS819,White,Ford,COURIER,2002,Utility,26/09/2025,Waitemata
PKU350,Silver,Honda,FIT,2011,Hatchback,12/09/2025,Counties/Manukau
PKZ249,White,Toyota,HIACE,2001,Light Van,4/12/2025,Southern
PLB147,Red,Ford,FALCON,2003,Saloon,19/10/2025,Central
PLC31,Grey,Audi,A6,2008,Stationwagon,14/08/2025,Wellington
PLD768,White,Mitsubishi,L300,2014,Light Van,8/09/2025,Counties/Manukau
PLF776,White,Mitsubishi,CANTER,1994,Flat Deck Truck,5/11/2025,Canterbury
PLL137,White,Ford,RANGER,2010,Utility,24/08/2025,Bay of Plenty
PLN750,Silver,Ford,RANGER,2022,Utility,13/07/2025,Northland
PLR311,Grey,Toyota,HILUX,2022,Cab and Chassis Only,7/07/2025,Counties/Manukau
PLR315,Silver,Toyota,HILUX,2022,Cab and Chassis Only,7/07/2025,Central
PLW550,Orange,Toyota,AQUA,2013,Hatchback,26/10/2025,Canterbury
PLY212,White,Toyota,HIACE,2007,Light Bus,29/09/2025,Waitemata
PME891,White,Toyota,HIACE,2011,Light Bus,20/10/2025,Waitemata
PME927,White,BMW,530I,2009,Saloon,24/11/2025,Counties/Manukau
PMH279,Purple,Nissan,SERENA,2013,Light Van,3/10/2025,Waikato
PML776,White,Mitsubishi,TRITON,2018,Utility,5/11/2025,Counties/Manukau
PMM210,Grey,Toyota,AQUA,2013,Hatchback,24/11/2025,Counties/Manukau
PMM886,Black,Mazda,BOUNTY,2005,Utility,17/06/2025,Waikato
PMP535,Black,Toyota,CAMRY,2013,Saloon,6/11/2025,Counties/Manukau
PMR313,Silver,Volkswagen,GOLF,2005,Hatchback,8/11/2025,Waitemata
PNC557,Silver,Toyota,COROLLA,1984,Saloon,10/07/2025,Auckland City
PNG33,Silver,Toyota,AQUA,2017,Hatchback,18/11/2025,Waitemata
PNM347,Silver,Toyota,AQUA,2017,Hatchback,17/10/2025,Counties/Manukau
PNT168,White,Holden,COLORADO,2014,Utility,27/10/2025,Counties/Manukau
PNT542,White,Mazda,CX-5,2022,Stationwagon,6/10/2025,Central
PNZ847,Silver,Ford,RANGER,2018,Utility,10/11/2025,Wellington
PPD686,Gold,Honda,ACCORD,2014,Saloon,8/10/2025,Counties/Manukau
PPE212,Black,Toyota,WISH,2010,Stationwagon,26/11/2025,Waitemata
PPF384,Silver,Toyota,WISH,2006,Stationwagon,29/10/2025,Counties/Manukau
PPH23,Blue,Nissan,NAVARA,2011,Utility,31/07/2025,Waikato
PPH964,White,Toyota,MARK II,2000,Saloon,16/10/2025,Auckland City
PPL266,White,Toyota,AQUA,2017,Hatchback,30/09/2025,Canterbury
PPM42,White,Toyota,AQUA,2015,Hatchback,10/10/2025,Wellington
PPQ820,White,Holden,COLORADO,2016,Utility,30/08/2025,Auckland City
PPR804,Green,Toyota,VITZ,2009,Hatchback,24/08/2025,Waikato
PPR856,White,Toyota,SAI,2015,Saloon,12/11/2025,Counties/Manukau
PPT845,Black,Great Wall,GWM CANNON,2022,Utility,20/07/2025,Central
PPW108,Silver,Nissan,TIIDA,2006,Saloon,26/11/2025,Counties/Manukau
PQA256,White,Toyota,COROLLA,2017,Stationwagon,17/07/2025,Auckland City
PQJ382,Black,Mitsubishi,ASX,2022,Stationwagon,31/10/2025,Waikato
